MO,1998,3,8794538.10
MO,1998,4,15554130.33
MO,1999,1,4213342.16
MO,1999,2,5421880.20
MO,1999,3,7262982.54
MO,1999,4,14585539.40
MO,2000,1,4593548.00
MO,2000,2,4259164.13
MO,2000,3,8136499.49
MO,2000,4,14945617.32
MS,1998,1,4677514.26
MS,1998,2,4055965.81
MS,1998,3,7201748.97
MS,1998,4,11624512.30
MS,1999,1,4016743.87
MS,1999,2,3825493.17
MS,1999,3,7195499.84
MS,1999,4,12847702.51
MS,2000,1,4216083.56
MS,2000,2,3571963.65
MS,2000,3,6479006.87
MS,2000,4,12446602.11
MT,1998,1,2498282.31
MT,1998,2,2342871.46
MT,1998,3,4130697.30
MT,1998,4,8468215.86
MT,1999,1,2617933.86
MT,1999,2,2910293.16
MT,1999,3,5532393.42
MT,1999,4,8252274.11
MT,2000,1,2963877.30
MT,2000,2,2087692.89
MT,2000,3,5530906.63
MT,2000,4,7972267.86
NC,1998,1,5086839.67
NC,1998,2,4513400.87
NC,1998,3,9387313.99
NC,1998,4,14295156.77
NC,1999,1,4597048.55
NC,1999,2,4904557.27
NC,1999,3,9485324.70
NC,1999,4,13395735.80
NC,2000,1,5591979.17
NC,2000,2,5713962.97
NC,2000,3,8919137.33
NC,2000,4,14903160.65
ND,1998,1,2111537.08
ND,1998,2,2024121.40
ND,1998,3,3301324.63
ND,1998,4,5999485.46
ND,1999,1,2322528.21
ND,1999,2,1747337.04
ND,1999,3,3672338.30
ND,1999,4,6464343.63
ND,2000,1,2168180.73
ND,2000,2,2388224.60
ND,2000,3,3825444.05
ND,2000,4,7184003.66
NE,1998,1,4694832.52
NE,1998,2,3553878.78
NE,1998,3,8633147.86
NE,1998,4,12978136.67
NE,1999,1,4245140.96
NE,1999,2,4331555.38
NE,1999,3,7759907.19
NE,1999,4,13155481.44
NE,2000,1,3994068.36
NE,2000,2,4715334.22
NE,2000,3,8039856.92
NE,2000,4,12967332.89
NH,1998,1,678316.58
NH,1998,2,338004.75
NH,1998,3,1213211.01
NH,1998,4,1470105.57
NH,1999,1,595398.66
NH,1999,2,780933.46
NH,1999,3,1109068.86
NH,1999,4,991041.91
NH,2000,1,364572.94
NH,2000,2,494826.15
NH,2000,3,1064483.12
NH,2000,4,1749955.47
NJ,1998,1,1085658.05
NJ,1998,2,773406.23
NJ,1998,3,1760093.06
NJ,1998,4,3006934.80
NJ,1999,1,1187529.86
NJ,1999,2,1175224.91
NJ,1999,3,1786126.57
NJ,1999,4,3236065.47
NJ,2000,1,1012640.47
NJ,2000,2,805815.81
NJ,2000,3,2175450.17
NJ,2000,4,3211781.91
NM,1998,1,1655119.52
NM,1998,2,1317633.28
NM,1998,3,2484494.61
NM,1998,4,4152230.34
NM,1999,1,1509717.92
NM,1999,2,1456650.92
NM,1999,3,3360748.84
NM,1999,4,5105604.21
NM,2000,1,1416691.47
NM,2000,2,1467859.20
NM,2000,3,3033205.71
NM,2000,4,4693089.24
NV,1998,1,661983.50
NV,1998,2,998380.66
NV,1998,3,1332064.32
NV,1998,4,2307796.01
NV,1999,1,758181.27
NV,1999,2,1074137.56
NV,1999,3,1300893.72
NV,1999,4,2551024.00
NV,2000,1,972590.94
NV,2000,2,824189.44
NV,2000,3,1269473.53
NV,2000,4,2225934.12
NY,1998,1,3256050.35
NY,1998,2,2675590.29
NY,1998,3,5077043.80
NY,1998,4,8501066.41
NY,1999,1,2591678.66
NY,1999,2,2728471.65
NY,1999,3,4891064.06
NY,1999,4,8084718.29
NY,2000,1,2805228.33
NY,2000,2,2810769.82
NY,2000,3,4757166.46
NY,2000,4,7655515.48
OH,1998,1,4232533.55
OH,1998,2,4825017.39
OH,1998,3,6965354.74
OH,1998,4,11610346.25
OH,1999,1,3648897.47
OH,1999,2,3269631.52
OH,1999,3,7576869.61
OH,1999,4,12512996.20
OH,2000,1,3954855.91
OH,2000,2,4006092.44
OH,2000,3,7744418.37
OH,2000,4,13043340.07
OK,1998,1,3277749.73
OK,1998,2,2836554.92
OK,1998,3,7325969.98
OK,1998,4,10136632.47
OK,1999,1,3510989.51
OK,1999,2,4016103.15
OK,1999,3,7079018.02
OK,1999,4,11719676.90
OK,2000,1,3189051.88
OK,2000,2,3476013.76
OK,2000,3,5934771.98
OK,2000,4,10641708.55
OR,1998,1,1692336.68
OR,1998,2,1688934.65
OR,1998,3,2738810.31
OR,1998,4,5414978.13
OR,1999,1,1759616.63
OR,1999,2,1820862.92
OR,1999,3,3370094.46
OR,1999,4,5166729.38
OR,2000,1,1414635.90
OR,2000,2,1985278.89
OR,2000,3,2666421.13
OR,2000,4,5119897.25
PA,1998,1,3391676.16
PA,1998,2,2926755.46
PA,1998,3,5739934.56
PA,1998,4,9077900.52
PA,1999,1,2970153.42
PA,1999,2,3096691.70
PA,1999,3,5493557.17
PA,1999,4,9054375.01
PA,2000,1,3088073.32
PA,2000,2,2625333.21
PA,2000,3,5915135.28
PA,2000,4,8291432.74
RI,1998,1,310648.39
RI,1998,2,437066.51
RI,1998,3,516048.54
RI,1998,4,815379.45
RI,1999,1,294443.80
RI,1999,2,281238.70
RI,1999,3,578353.86
RI,1999,4,687890.42
RI,2000,1,224538.10
RI,2000,2,329707.90
RI,2000,3,406187.89
RI,2000,4,580741.63
SC,1998,1,2152113.29
SC,1998,2,1708361.00
SC,1998,3,4037610.53
SC,1998,4,6450629.17
SC,1999,1,1976043.36
SC,1999,2,2157349.47
SC,1999,3,4019975.01
SC,1999,4,7387984.88
SC,2000,1,2313936.14
SC,2000,2,2009686.43
SC,2000,3,3381578.73
SC,2000,4,6377831.46
SD,1998,1,3016206.03
SD,1998,2,3375195.18
SD,1998,3,5770006.34
SD,1998,4,9467880.83
SD,1999,1,2757520.91
SD,1999,2,2767297.64
SD,1999,3,6514369.94
SD,1999,4,9281961.86
SD,2000,1,2363321.56
SD,2000,2,3434558.14
SD,2000,3,5492881.59
SD,2000,4,9085117.12
TN,1998,1,4533698.26
TN,1998,2,4567298.46
TN,1998,3,7164153.57
TN,1998,4,14270878.63
TN,1999,1,4072554.48
TN,1999,2,3999187.65
TN,1999,3,7491819.44
TN,1999,4,11897390.90
TN,2000,1,4622554.66
TN,2000,2,4017250.28
TN,2000,3,8277062.05
TN,2000,4,13877069.02
TX,1998,1,11611949.45
TX,1998,2,12302277.17
TX,1998,3,21066251.63
TX,1998,4,35430221.46
TX,1999,1,10918450.52
TX,1999,2,12123642.54
TX,1999,3,21588420.94
TX,1999,4,36631586.12
TX,2000,1,11845471.65
TX,2000,2,11747098.64
TX,2000,3,19532980.39
TX,2000,4,34531763.27
UT,1998,1,916238.86
UT,1998,2,783671.45
UT,1998,3,2269637.77
UT,1998,4,4414056.76
UT,1999,1,1174347.92
UT,1999,2,1460334.50
UT,1999,3,2306609.54
UT,1999,4,3532458.15
UT,2000,1,980409.74
UT,2000,2,1665379.35
UT,2000,3,2087957.28
UT,2000,4,3805472.14
VA,1998,1,5501553.58
VA,1998,2,6598370.08
VA,1998,3,13107658.15
VA,1998,4,17936109.48
VA,1999,1,7084801.93
VA,1999,2,7176869.81
VA,1999,3,11628100.13
VA,1999,4,20101763.06
VA,2000,1,7337815.34
VA,2000,2,5654375.11
VA,2000,3,10591407.89
VA,2000,4,19104306.35
VT,1998,1,497723.94
VT,1998,2,1021744.56
VT,1998,3,1751819.11
VT,1998,4,2317088.50
VT,1999,1,459399.54
VT,1999,2,721938.99
VT,1999,3,1630432.41
VT,1999,4,2076179.41
VT,2000,1,676819.87
VT,2000,2,801489.64
VT,2000,3,1287942.07
VT,2000,4,1729531.79
WA,1998,1,2329334.40
WA,1998,2,1746406.64
WA,1998,3,3433569.83
WA,1998,4,4880134.15
WA,1999,1,2379042.07
WA,1999,2,1665253.32
WA,1999,3,3697727.54
WA,1999,4,5109097.50
WA,2000,1,1768010.70
WA,2000,2,1841040.67
WA,2000,3,3677100.47
WA,2000,4,5285982.23
WI,1998,1,3072611.41
WI,1998,2,2742232.11
WI,1998,3,5501143.32
WI,1998,4,9290793.03
WI,1999,1,3082744.58
WI,1999,2,2868277.16
WI,1999,3,5478046.92
WI,1999,4,9138222.98
WI,2000,1,2869907.02
WI,2000,2,2390844.44
WI,2000,3,6151284.59
WI,2000,4,9380026.76
WV,1998,1,2303782.87
WV,1998,2,2840626.13
WV,1998,3,4578838.75
WV,1998,4,7893315.78
WV,1999,1,2333057.55
WV,1999,2,2598642.44
WV,1999,3,4627476.21
WV,1999,4,8567052.38
WV,2000,1,2724646.14
WV,2000,2,2298976.37
WV,2000,3,4375487.54
WV,2000,4,7956026.51
WY,1998,1,842059.52
WY,1998,2,917861.14
WY,1998,3,2312776.96
WY,1998,4,2853550.38
WY,1999,1,1030312.91
WY,1999,2,929163.93
WY,1999,3,2154202.55
WY,1999,4,3067350.81
WY,2000,1,1095806.56
WY,2000,2,1266367.29
WY,2000,3,1719346.16
WY,2000,4,3190664.80
